,Business_Name,Business_Address,Business_ReviewCount,Business_Rating,Business_Photos_Count,Business_Timings,Business_Claim_status,Customer_Name,Customer_Friends_count,Customer_Reviews_count,Customer_Photos_count,Customer_Elite,Customer_Elite_Year,Customer_Rating,Customer_Review,Customer_Review_Date,Customer_Review_Uploaded_Photos,Customer_Review_Useful,Customer_Review_Funny,Customer_Review_Cool,Business_response_By,Business_response_Date,Business_Response_for_Review,Business_Response
9,Mr. Rooter Plumbing of Oklahoma City,"8132 W RenoOklahoma City, OK 73127",23,4,,Open 24 hours,Claimed,Janet C.,0,4,0,No,0,5,"Yesterday afternoon Mr. Rooter came.Actually, it was Graham with Mr. Rooter.He was right on time and fixed our vanity sinks easily.He wore shoe covers - red, the dogs loved them.He cleaned up after himself and was a very nice man.I will choose Mr. Rooter in the future for any plumbing needs we may have.Great service!!",6/20/2019,0,2,0,1,,,,0
0,Andy's Plumbing,"1620 SW 119th StOklahoma City, OK 73170",4,5,,,,Leah B.,13,210,246,No,0,5,"So their we were; trying to change a shower head, it should have been a simple thing to do; right?   Well one broken pipe buried in a wall later!  I'm calling Andy's Plumbing.  I was gratefulThat he was having a slow day he came out and hour later did a bunch of measuring and then cut a hole in my wall found the twisted off pipe.  It was copper; not this rubber stuff they use now days.  Anyway he use a pipe cutter took a section out; then took the shower arm off and replaced it then reconnected it welded back the copper pipe attached a wood anchor arm on to the pipe so this wouldn't happen again, tested it then resealed the wall.  He was so carful when cutting out the Sheetrock that it was able to be reused! I definitely recommend calling                                ANDYS PLUMBING",2/25/2020,0,1,0,0,,,,0
1,Andy's Plumbing,"1620 SW 119th StOklahoma City, OK 73170",4,5,,,,Mootzy K.,93,57,67,No,0,5,Great customer service Cindy went above and beyond to be helpful and very informative for us. Would highly recommend them. Very honest and upfront.,5/11/2018,0,0,0,0,,,,0
2,Andy's Plumbing,"1620 SW 119th StOklahoma City, OK 73170",4,5,,,,Ted B.,0,2,0,No,0,5,Great service.  They arrived when they said they would and had me fixed up in no time at all. I highly recommend Andy's Plumbing and will definitely use them again.,4/25/2017,0,0,0,0,,,,0
3,Andy's Plumbing,"1620 SW 119th StOklahoma City, OK 73170",4,5,,,,Kim N.,68,150,4,No,0,5,"Andys plumbing did what Tiptons plumbing couldn't do was to unclog my tub, shower, sink and toilets  After I had Tiptons plumbing come out to snake my clogged drain it only worked for 4 hours then my drain started clogging up again what a waste of money 475.00 dollars down the drain so my boyfriend said he wanted to try someone else and he checked the reviews on google and the review said Tiptons plumbing would over charge and didn't fix the problem. Omg, that's what happen in my situation I was over charged and they couldn't fix the problem so we went with Andys because They had a 5 star rating on google and I can see why. They were on time and snaked my toilet at a reasonable price 350.00 They fixed the clogged that Tiptons plumbing couldn't do and at a cheaper price.  My drains has still been working so far so good. I would recommend them to anyone that needs plumbing. I have used them again for my Hot Water tank. They are really hard working and honest people.",2/24/2016,First,0,0,0,,,,0
0,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Jet A.,212,187,568,Yes,'2021,4,"We had low water pressure in our outdoor faucet so we decided to call a plumber to check it out. We set up an appointment for the next few days and was told that it would be a $91 fee to come take a look and then that fee would be ""added/deducted"" to however much they quoted to work to cost.  Turns out our pipes froze and they had to cut through our drywall to get to the problem and fix it.$245 and a square cut into our dry wall later... the faucet works great but now we're left having to patch the wall. Just wish that was included in the cost.",10/16/2016,0,2,0,0,,,,0
1,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Dustin B.,5,17,2,No,0,1,"I was just charged me $1233.00 per hour for gas line repair.  Two men and 2 shovels.  If you are in a bind and they can gouge you, they will.  Keep scrolling find another plumber that won't charge $1233.00 per hour.  They gave me an estimate range depending on how hard the digging was. Easy digging (shovel, no equipment) and they charged the top of the range.  Don't make my mistake, calling them will cost you.  I paid for more standing and smoking than repairing.",10/2/2020,0,1,0,0,,,,0
2,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Leigha D.,41,2,0,No,0,1,Terrible quality of service as well as general lack of knowledge in plumbing. I associate this problem with the fact they are using apprentices with no knowledge and charging for Journeyman. Do not let them near your property.,1/7/2020,0,3,0,0,,,,0
3,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Justin K.,0,1,4,No,0,1,On Saturday 11/28/20 I realize we had a sewer leak under the house. I called Brandon's plumbing to have them come out and repair it. My appointment was set at 4:30 pm a that day. Starting at about 5:30 I started to call their dispatch to get an eta. They kept on giving me the runaround on when they would be here. Every time I talked to them they told me a tech was in route and it would be about 45 minutes. They finally showed up at 10:30 pm. The tech came in and did a quick diagnosis and said we were leaking sewage and had a lake of poo under the house. Of course that late at night they weren't able to do anything about it. I was told i would get a call Monday to schedule the repairs to the tune of $2200 plus the service call charges I paid that night. They charged me an extra $150.00 to come out after hours and didn't even advise me of that extra charge till the tech was asking for payment Saturday night. Fast forward till Monday I had to call them due to no phone call. I told the tech it needed to be done Monday or Tuesday due to work schedule and the fact we have raw sewage leaking into the house. They set me up for Tuesday to come and do the work inside and later in the week to do the outside work. I wasn't happy but agreed. I get a phone call this morning they canceled today. So now I have to find someone else that can come out because I am tired of the runaround I am getting from this company. I am out $250 and had nothing done except a quick quote and being told what I already knew. Don't use this company if you value your time and money.,12/1/2020,3,0,0,0,,,,0
4,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Steven W.,0,1,0,No,0,1,"Very Disappointed- I referred my 62 year old mother to them because she had a leak somewhere that flooded a bedroom. Brandon's showed up and did absolutely nothing. They didn't find the leak but yet charged her 185$ and told her ""she definitely"" had a slab leak somewhere and it would cost a minimum of 2000 to fix and 2 days to fix. Keep in mind they never found the leak which is what they said they charge 185$ to do. My neighbor who is a car mechanic went over to her house and found where the leak was coming from in 45 minutes!! DO NOT WASTE YOUR MONEY! Look else where - I ended up paying  her back  since I was the one to refer her, don't make the mistake I made.",8/12/2020,0,2,0,0,,,,0
5,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Rodney S.,1,7,0,No,0,1,The plumber Came Got his feelings hurt by a plumbers joke and sat in the Truck the whole time while the apprentace did the leak locating in my house.  They told me where to dig beneath the concrete three different times  on three different calls and each time they were WRONG.   I ended up just taking out the entire laundry room floor and located it myself  I also decided to repair the leak myself the repair cost $8. They wanted $365.   On top of $300 for each time they looked for the leak.   Brandon  plumbing Sucks  a bunch of Kids playing with there Daddy's tools.,8/22/2018,0,3,1,0,,,,0
6,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,James G.,0,60,30,No,0,2,"I stopped using them a few years ago because it was difficult to contact anyone even in person at their office. I could stand in their office and walk back into what looked like their accounting area and roam around for several minutes. I left after waiting for about 15-20 mins and no contact. Plus some of their employees visibly showed disgust when they were required to remove their shoes to enter one of my tenants house. Pretty bad customer service and disrespectful of my foreign tenants. Now the reason for this review. Some of my tenants had toilets backed up. I couldn't find a plumber that could service them that day so they looked around. Said they found a plumber that could make it that day. I didn't think about asking who the plumber was. When it was done, I was told the cost was $240 because they had to snake the toilets and sewer line. That's a first for me. I wondered who they used and they said Brandon's Plumbing. Furthermore, apparently they said the toilet paper was too thick causing the problem. The tenants use Charmin. I've never had a problem with Charmin and never heard of toilet paper being too thick causing backups. That was about a week or two ago. Now they called me today because the lines are clogged again. Brandon's invoice pointed to a flapper possibly causing the back up, and specifically said they wouldn't warranty their work. How convenient to not fix the actual cause of the problem. I'll be sure none of my tenants use their services again. I gave them 2 stars because they were available and responded quickly.",4/20/2019,0,2,0,0,,,,0
7,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Emily R.,45,12,3,No,0,4,"They replaced my sewer line. Did a good job. Ended up trying several solutions that didn't work out, causing it to take extra time which I wasn't sure was necessary but I am not a plumber so ‍‍‍ But very pleased over all!",3/23/2019,0,0,0,0,,,,0
8,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Dawn M.,0,6,3,No,0,5,Called them at 1pm and they had someone out to my house in two hours! They sent me a text with a picture and small bio of the technician-- super helpful. Very reasonable service fees. Jacob fixed the issue within five minutes of his arrival. Thanks so much for your quick and professional service!,10/16/2018,0,1,0,1,,,,0
9,Brandon's Plumbing,"17450 S Sooner RdMoore, OK 73160",17,3,,Open 24 hours,Claimed,Brent F.,225,13,0,No,0,1,Had them working on a new installment and they didn't get a required permit and I wasn't able to proceed with construction until they finished and it was like pulling teeth to get them to come back out and finish the job so we could proceed.,10/18/2018,0,1,0,0,,,,0
0,Legacy 4 Plumbing,"2746 Broce DrSte 116Norman, OK 73072",3,4,,7:00 AM - 5:30 PM,Claimed,Mary V.,31,2,0,No,0,5,Called late Friday afternoon  after another plumbing company did not call or show up. They were very courteous and the plumber called back within a few minutes. From the time I called until the kitchen drain was unclogged was less than 1 1/2 hours. Highly recommend!,7/28/2017,0,0,1,0,,,,0
1,Legacy 4 Plumbing,"2746 Broce DrSte 116Norman, OK 73072",3,4,,7:00 AM - 5:30 PM,Claimed,Nancy O.,0,6,0,No,0,2,"Good quality work, fairly responsive, WAY WAY overpriced. Was not informed at the time of appointment that this would be a flat fee instead of time and materials. Charged me $325 to replace toilet innards and an inlet hose that was kinking. Took them over an hour to go get parts and return after initial assessment. They get 4 stars for the work and 0 stars for value/price. If you're going to use them, make sure you lay everything out up front and that you are satisfied with the arrangement upfront. Otherwise, call someone else. That's what I'm going to do.",9/6/2018,0,0,0,0,,,,0
2,Legacy 4 Plumbing,"2746 Broce DrSte 116Norman, OK 73072",3,4,,7:00 AM - 5:30 PM,Claimed,Bunny G.,0,10,0,No,0,5,"Had a plumbing emergency at 4:15 today. The only people who had somebody to come out was Legacy, even though he wouldn't have gotten here til around 6. He arrived at 6:40 and he, together with Jade, got me up and running in an hour and a half. And the best part???? The price was unbelievably reasonable, especially given it was after 5:00. They not only have our business forever, but I will very happily pass their name along to my neighbors! Thanks, guys!!!",5/15/2017,First,1,1,0,,,,0
0,Grooms Sewer and Plumbing Service,"4212 1/2 Nw 23rd StOklahoma City, OK 73107",3,2.5,,Open 24 hours,,Daniel F.,26,68,1,No,0,5,"Our experience was nothing short of excellent.  PC, our plumber (initials), took his time to fix our sewer line stoppage.  As opposed to two other plumbing companies (one that's not very erudite, and one that couldn't quite circuitously ""find their way"") who snaked with little to no effort/conviction and then started quoting thousands of dollars in replacing sewer lines, PC skillfully used a combination of running water, water pressure, and his snake to loosen the stoppage and have it drain out of our line.  This took no more than an hour, and he was very kind and patient.  No major roots come up, and This company a friend referred whose family uses them for their rental properties.  Then, it hit me:  businesses who have plumbers available regularly need people who are practical and exhaust less-expensive but effective solutions to plumbing problems.PC is the man, and this company is going in my phone for good.  I can't recommend more.",1/20/2020,0,0,0,0,,,,0
1,Grooms Sewer and Plumbing Service,"4212 1/2 Nw 23rd StOklahoma City, OK 73107",3,2.5,,Open 24 hours,,Sadie S.,0,1,0,No,0,1,"This place is ABSOLUTELY awful. I moved into a house on 3/23. About a month later noticed a pretty bad sewage smell through the AC. My landlord had HVAC come out and they recommended a plumber come first because the crawl space was completely filled with water. My landlord called Grooms plumbing and they sent out Ron or Ronnie was his name. The guy came the first time, unclogged the main line, cleaned out the overflow and left all of the garbage and debris on my back patio. He claimed that the excessive amount of water was coming from the bathroom drain not being installed properly, he fixed that but never got under the house to locate other leaks or problems. He recommended that my landlord get a fan and put it in the crawl space to dry out the water which would not have worked. 2 weeks went by and nothing was getting better so the plumber was dispatched back out to my residence. Over a span of 4 days he was supposed to bring a pump and pump out the water and access the pipes to ensure there was no additional leaks. He showed up late on days he did come, left equipment (shovels, box knives etc) where my 18 month old son could gain access, and didn't show up on days he was supposed to be here. My landlord ultimately told him we no longer needed his business. We hired Hull plumbing and they came right in, got right under the house, discovered that several of the pipes were detached causing sewer gas to seep into my house. They fixed the pipes and immediately the smell was gone, they cleaned up after themselves and were very kind and got the job done. DO NOT HIRE GROOMS PLUMBING, these people are extremely unprofessional and should not be in a dirty business when they don't want to get dirty and get the job done.",5/28/2020,0,0,0,0,,,,0
2,Grooms Sewer and Plumbing Service,"4212 1/2 Nw 23rd StOklahoma City, OK 73107",3,2.5,,Open 24 hours,,John B.,0,2,0,No,0,1,Charged my 93 year old mother 1200 to put in a water heater and then moved the washing machine and didnt  put the drain hose back in correctly and it flooded the kitchen .,12/14/2017,First,0,0,0,,,,0
0,Weir Family Plumbing,"3810 N Tulsa AveOklahoma City, OK 73112",1,5,,8:00 AM - 5:00 PM,,Eric S.,21,8,1,No,0,5,"Great local plumbing team. Family owned, very reasonable on the price. They do excellent work and you can really tell that they care to make sure that the job was done right. Would definitely use them again.",11/6/2019Updated review,0,0,0,0,,,,0
0,Plumbtastic Solutions,"4905 NW 161st StEdmond, OK 73013",1,5,,9:00 AM - 9:00 PM,,Jamison S.,146,10,0,No,0,5,"I've used Plumbtastic on 3 separate occasions now, and they've been fantastic to work with every time.  The first time was an emergency call for a burst pipe in my yard.  The second was to snake a problem drain.  And most recently was for a faulty water heater pressure release valve.  Each time they've been responsive, quick to work me into the schedule, and on time.  I've never felt pressured to agree to more than I need, and the charges for services rendered have seemed very reasonable to me.  I definitely recommend if you're in need of a plumber!",11/30/2020,First,0,0,0,,,,0
0,ChaseThePlumber,"5913 N Tulsa AveOklahoma City, OK 73112",1,5,,9:00 AM - 5:00 PM,Claimed,Jessica L.,63,6,13,No,0,5,"We had Chase come out to fix a gas leak on our water tank. He was polite, he explained everything that he was going to have to do and how much it was going to be, and he was in and out in about an hour! Great affordable and local plumber!",3/2/2019,First,0,0,0,Business Owner,3/7/2019,Thank you so much for the review Jessica. We are glad to provide safety for you and your home! Gas leaks can be a very serious and scary problem!,1
0,Homeland Plumbing,"117 Industrial BlvdMoore, OK 73160",3,3.5,,Open 24 hours,Claimed,Josh D.,3,1,0,No,0,5,"Blake was the tech that came out and he was very professional and ended up saving us a lot of money.  Homeland plumbing was a second opinion to a different company that came out.  Blake was very thorough and after proper inspection, a little honesty and ethics it was determined that the clog had dislodged itself and issue was resolved.  The unnamed company wanted to charge me $325 for work that wasn't necessary.  Thank you Blake you made my family a Homeland Plumbing customer for life!",8/28/2020,0,0,0,0,,,,0
1,Homeland Plumbing,"117 Industrial BlvdMoore, OK 73160",3,3.5,,Open 24 hours,Claimed,Iran G.,5,4,0,No,0,1,"As I was preparing my tax documents I came across a bill from this company. Here is my unpleasant experience with homeland plumbing. In summer of 2018 I reached out to homeland plumbing for a minor repair of the sink in my rental property. Brian and Martin came to the house. After inspecting the sink Brian said a part should be replaced. He said his fee is $199.00. Service fee $59.00, part $15.00 and $125.00 labor for 30. minutes work. I told him the charge was too high and asked for a more reasonable flat rate. He said that was how his company charges. Despite the excessiveness of the charge since I was pressed for time, I told him to do the repair. Before he started the work he said if something breaks during the repair the charge will be higher. I asked for an approximate estimate. He refused to provide one. At that point I knew he wanted to take advantage of me- a woman with a foreign accent- and make some quick bucks. I told him nobody in the right mind accepts this kind of offer. I offered to pay him $20.00 for gas money and told them to leave. Martin went outside but Brian refused to leave. He became very angry, used vulgar language and bullied me. He threatened to put a lien on the house that has a sale sign and stop me from selling it.  Since I did not want any complication during the selling process and I was concerned about my safety, I wrote him a check for the so called service call and asked him to leave, He took the check, refused to leave and ranted about 10 more minutes and finally left. Needless to say that I was shaken by Brian's crazy behavior and left the property with a migraine headache and nausea.  After couple of days I called homeland plumbing to speak to Brian's boss and ask for refund. I spoke to Kelly. She introduced herself as the office manager. I could tell she was prepared for my call. She said Brian was the owner of the company, defended him vehemently and chastised me for offending his boss. She said Brian is an honest man and has no intention of cashing the check and continued praising the boss. I was surprised that she was idolizing her boss to that degree and asked her if she was related to Brian . She said no. I told her Brian has made the right decision not to cash the check and wished her a good day. After 5 minutes Kelly left an incomplete message on my answering machine. I called her to inquire about the call. Kelly said Brian has changed his mind. He is cashing the check and donating the money to a church youth group. I asked her the name of the church. She said I do not know. We- meaning her and Brain who are in fact married- do not attend that church!so much for Brian's honesty!  I thought the situation was too ridiculous. I told her I knew Brian was not the kind of person who would give up the money and asked her not to contact me again. I decided to post a review because I strongly believe that no business owner has the right to threaten customers, coerce them into writing him a check for the work he has not done and decide how to spend their money. As far as I am concerned he owes me an apology and a refund but he cannot make up for the stress he caused me. Doing business with him was a mistake and a disaster.",4/4/2019,0,0,1,1,,,,0
2,Homeland Plumbing,"117 Industrial BlvdMoore, OK 73160",3,3.5,,Open 24 hours,Claimed,Ralph B.,0,7,0,No,0,4,"I came home to visit my mom in Moore.  She had a plumbing problem that I wasn't able to repair.  Not knowing any plumbers, I looked through the Yellow Pages and the Internet.  I called Homeland Plumbing and asked for service within any number of days.  They sent a plumber, Brian Sorrells, later that same day.  He was thorough and efficient.  He did a great job.  During his work, my mom asked him to perform a second repair.  Because of my own travel plans, Brian returned two days later to finish the additional task.  Brian was professional, thorough, and personable.  I recommend him and will use him again whenever the need arises.",11/3/2013,First,1,0,0,Business Owner,11/12/2019,"I know it's been a while since you wrote this review, Ralph, but I just wanted to tell you how much I appreciate your kind words! I'm so glad Brian was able to help you and your mother with her plumbing needs. We're always here if you need us in the future. Sincerely,Kelly S., Office Manager",1
0,Repipe Specialists,"Oklahoma City, OK 73104",1,2,,6:00 AM - 12:00 AM (Next day),Claimed,Jim B.,0,1,0,No,0,2,"In the spring of 2020 Repipe Specialists repiped my home in Oklahoma City.  Mechanically the job was satisfactorily completed but there were several negative issues that included:1. They arrived late and with no indication on their vehicles or clothing that they were with Repipe Specialists2.  The first day they did not put anything down to protect the floors or carpets.3. One of the two man crew fell through the ceiling of the front bathroom4. A poor job was done to mitigate/clean up the insulation and dirt from the attic. Final clean up after work was completed was also below average.5. The first person scheduled to perform the ceiling repair never showed up and a second person had to be scheduled6. They failed to check their work before turning the water back on.  As work went on I made periodic inspections of the work areas.  During one of these inspections I noted a union that had not been completed.  A short time later I was informed the water was going to be turned back on.  After notifying them of what I had seen they went back to the area and completed the needed work.7. In my opinion the professionalism of the work completed was below average.  They did the minimum amount of work to complete the installation of the pipe, leaving additional work to be done to properly repair the dry wall.8. Insulation of the piping in the attic was below average.  There was over 12 feet of piping found that was not properly insulated.  Most of the areas were approximately 12 inches in length.9. I felt that with all the issues that were encountered the customer service from the Oklahoma City offices was poor.  I did get a response from the corporate offices in California",12/15/2020,First,1,0,0,,,,0
0,Avant Plumbing & Heating,"2619 W I 44 Service RdOklahoma City, OK 73112",2,3,,,,Summer I.,248,19,16,No,0,5,"I can't say enough great things about Avant Heating and Plumbing. I woke up Sunday morning to a soaked living room floor.  I contacted them on a Sunday morning and Mickey Avant arrived promptly after church to look at the issue (first he told me to cut the water off which saved my living room flooring - duh moment on my part).  The best part is they showed up with his crew promptly and had the slab broke up, leak repaired and new concrete in it within 3 hrs. Everything was left clean and tidy, his crew was very polite. Mickey was very informative, honest and did not charge for unnecessary repairs - matter fact my final bill was far cheaper then the quote! His prices were extremely fair and he beat all my other quotes. I highly recommend Avant! C: 405-615-9900 W: 405-848-6619",1/9/2018,0,0,0,0,,,,0
1,Avant Plumbing & Heating,"2619 W I 44 Service RdOklahoma City, OK 73112",2,3,,,,Stephanie S.,31,6,1,No,0,1,We had this company out to fix clogged plumbing. After a $850 job which was billed  $3000 the problem still exist.,12/23/2016,First,0,0,0,,,,0
0,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Adrianne C.,122,156,92,Yes,'2021,5,"Our kitchen sink was clogged after I made a big family meal. After several attempts to fix it ourselves, we called in the experts. Jason came out the same day, which was a miracle because apparently the holiday season is prime time for clogged sinks and other plumbing issues.Thankfully, Jason had the tools needed to clear our clog and recovered that missing bottle cap I lost a few weeks earlier. Also, I learned that you shouldn't pour grease down the drain, even if you use really hot water and soap. You'll get funny looks when you admit this, so just pretend you have no idea how the grease from beef short ribs got into your pipes.",12/26/2016,0,1,0,0,,,,0
1,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Chris B.,0,5,1,No,0,5,"Great,super fast and nice guy. A veteran owned family guy. I highly recommend. Garbage disposal done in 15 min shows skill. Thanks Jet!",5/7/2020,0,0,0,0,,,,0
2,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Thomas N.,64,1,0,No,0,5,"Called to come snake my drain pipe in the back yard around 7:30 pm. Within an hour from the time I called they were here, fixed the issue and gone. Joe even showed me how I could fix the problem myself if it happened again! If we ever have any plumbing issues Joe with Jet Plumbing will be my first call!",7/30/2018,0,0,0,0,,,,0
3,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Lori P.,11,66,40,No,0,5,"Jet was assigned to me through my home warranty, but I continued to use them even after the home warranty was gone. They have helped me out of some MAJOR issues and have always been fair with pricing. Slab leak, sewer line collapse, busted toilet....you name it and my 1967 home has probably had it. I'd gladly recommend them to anyone!",3/27/2016,0,6,0,0,,,,0
4,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Erin B.,15,11,1,No,0,5,"Our home warranty assigned us Jet Plumbing to fix a persistent leak we had in our new home.  The guys called us early on Monday morning to let us know their first time available was from 4-7 and it might be closer to 7 before they got here.  I was pleasantly surprised when they arrived at 5 and quickly found the problem; a slab leak.  Not something you want to here when you've been in your home 3 weeks.  The guys told me they could fix it that night but it would be a late night.  We agreed and they got to work.  They worked fast, they worked hard and stayed here until after midnight.  I had no idea that plumbers would stay that late for a job.  They were extremely professional but very honest about the extent of our plumbing problems and were fair in price (home warranty didn't cover it!).  We will most definitely use Jet Plumbing again.  Hands down, the best plumbing experience we've had in the 8 years we've lived in the OKC area.",7/3/2014,0,3,0,0,,,,0
5,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Chelsey L.,0,1,0,No,0,5,Great customer service!! Quick response and repair.  Would recommend to anyone!  Joe was great and very knowledgeable.  Andrew and Joe explained everything so I could understand.  They know their stuff!,4/6/2018,0,0,0,0,,,,0
6,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Nicki R.,0,6,1,No,0,5,Jett was hired through home warranty but I will continue to use and recommend them. Joe is professional and very helpful. You can tell he actually cares about the customer and not just the $$$. If I could rate them even higher I would!,11/9/2016,0,1,0,0,,,,0
7,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Marisa Z.,0,29,0,No,0,1,Our home warranty gave us their number to repair our water heater. We needed someone asap. Home warranty couldn't get through to them. Went straight to voice mail. We tried contacting them and went straight to voicemail. This was a Thursday. Home warranty said they have 24 hours to get back with us. They never did. It delayed us from replacing our water heater through the weekend.,2/12/2018,0,0,0,0,,,,0
8,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Noelle B.,128,5,0,No,0,5,"We too were referred to Jet because of our warranty, but having just had them in my home to repair a challenging slab leak, I couldn't begin to recommend them enough. They were fantastic, professional and  treated my home and children with kindness. Andrew explained everything to me and they worked hard to get our problem solved despite our home bring located outside of their normal area. We can't say thank you enough! They are a great business that truly understands the value of customer service. We appreciate it!",9/1/2017,0,2,0,0,,,,0
9,Jet Plumbing Service,"Oklahoma City, OK 73120",14,4,,8:00 AM - 5:00 PM,,Sixpack Y.,8,183,3,No,0,5,I used this company over five times already. They always show up when they said they will. They give me very realistic time frame for the service as well. They always explain to me the options that I have. Very good communicator. I have a warranty and they very good at filing the expenses for the warranty company to pay.,12/5/2013,First,8,0,1,,,,0
0,Red Dirt Plumbing,"1386 Tim Holt DrHarrah, OK 73045",1,5,,6:00 AM - 10:00 PM,Claimed,Claire D.,34,255,242,Yes,'2021,5,"I called early this morning due to an overnight frozen/burst pipe in my attic & small flood in my house. Ryan answered my call with cheerful professionalism but also concern for my problems, which was just what I needed in my distress. He said he would have a technician to my house within the hour and he did! Eric & Bubba were the best. They analyzed the issues, explained their game plan to me, went for parts & finished the work quickly - definitely made my bad day a little better!",1/14/2015,First,2,0,0,,,,0
0,Red Plains Plumbing,"10316 NE 23rd StOklahoma City, OK 73141",1,5,,Open 24 hours,,Ethan H.,0,1,0,No,0,5,"These guys were awesome. We had a pipe leak, a broken water heater and water was escaping from our first-floor bathroom to our basement. Called Red Plains Plumbing for an emergency plumber in Oklahoma City and got a faster response, a plumber came here within a couple of hours.  He was able to identify a pretty tough problem easily and also replaced the water heater with a tankless one. He didn't tear up our tile floor, instead of went to the source in the wall and saved a ton of money. We will definitely be calling these guys again in an emergency!",10/5/2018,First,1,0,0,,,,0
0,Bob's Plumbing,"2656 Classen BlvdNorman, OK 73071",4,5,,8:00 AM - 5:00 PM,Claimed,Dub D.,0,3,0,No,0,5,I have seen some of their work and met one of there worker's. Did not get a phone number because I was in a big rush. But come the middle of this month I am going to have them remodel one of my bathrooms.,3/11/2021,0,0,0,0,,,,0
1,Bob's Plumbing,"2656 Classen BlvdNorman, OK 73071",4,5,,8:00 AM - 5:00 PM,Claimed,John K.,0,3,0,No,0,5,"It was a Sunday afternoon, and I had a water emergency:  One of the outside water faucets would not shut off, the valve was broken.  I turned off my water at the meter and searched online.  Bob's Plumbing in Norman had the best reviews.  Within 3 hours, Lowell arrived and replaced the valve.  Because of the location, deep within the walls of my kitchen cabinets, he had to lay on his back for about two hours, trying to get the new valve to line up with the existing copper pipe, which had come loose from its mounting brackets.  But he persevered, and got the job done right!  Extremely professional, he even gave me a 10% military discount, which I did not have to ask for.  He cleaned up everything, and put my cabinets back together.  Price charged was extremely reasonable for such emergency work done on short notice.  There are MANY plumbers here in Norman, but you will be hard-pressed to find any better than people like Lowell, who work for Bob's Plumbing.",12/29/2019,0,1,0,0,,,,0
2,Bob's Plumbing,"2656 Classen BlvdNorman, OK 73071",4,5,,8:00 AM - 5:00 PM,Claimed,Ann M.,1,3,0,No,0,5,Called Bob's Plumbing on a Sat night after another local plumbing company failed to show up. Bob's was there within an hour and charged a rate much lower than I expected for an after hours service call on a weekend. I am using Bob's from now on!,9/9/2018,First,2,0,0,,,,0
3,Bob's Plumbing,"2656 Classen BlvdNorman, OK 73071",4,5,,8:00 AM - 5:00 PM,Claimed,Pamela H.,0,3,0,No,0,5,"I wanted, not needed, a faucet and garbage disposal installed on a late Saturday night.  He called me with an estimate, he showed up on a rainy night, did not dirty up my house and he was very friendly.  He did an excellent job, cleaned up after himself and took all the boxes and old disposal/faucet to dispose of for me.  I just found my new plumber and I'm going to request him specifically!  I would give him a ten star rating if I could!",4/14/2019,0,1,0,0,,,,0
0,Hope Plumbing,"Oklahoma City, OK 73106",1,1,,,,M B.,0,2,0,No,0,1,"He scheduled the appointment, but never showed up. I called and he gave a new appointment time, but never showed and didn't have the courtesy of calling us. I called the third time and he set up another appointment and, again, never showed and didn't call. I wouldn't waste my time calling this company.",5/30/2020,First,0,0,0,,,,0
